Fpath,MaxIndex
20190726_DATA/ZA-c-p_021/00000097.DCM,120
20190726_DATA/ZA-c-p_021/00000098.DCM,120
20190726_DATA/ZA-c-p_021/00000099.DCM,120
20190726_DATA/ZA-c-p_021/00000100.DCM,120
20190726_DATA/ZA-c-p_021/00000101.DCM,120
20190726_DATA/ZA-c-p_021/00000102.DCM,120
20190726_DATA/ZA-c-p_021/00000103.DCM,120
20190726_DATA/ZA-c-p_021/00000104.DCM,120
20190726_DATA/ZA-c-p_021/00000105.DCM,120
20190726_DATA/ZA-c-p_021/00000106.DCM,120
20190726_DATA/ZA-c-p_021/00000107.DCM,120
20190726_DATA/ZA-c-p_021/00000108.DCM,120
20190726_DATA/ZA-c-p_021/00000109.DCM,120
20190726_DATA/ZA-c-p_021/00000110.DCM,120
20190726_DATA/ZA-c-p_021/00000111.DCM,120
20190726_DATA/ZA-c-p_021/00000112.DCM,120
20190726_DATA/ZA-c-p_021/00000113.DCM,120
20190726_DATA/ZA-c-p_021/00000114.DCM,120
20190726_DATA/ZA-c-p_021/00000115.DCM,120
20190726_DATA/ZA-c-p_021/00000116.DCM,120
20190726_DATA/ZA-c-p_021/00000117.DCM,120
20190726_DATA/ZA-c-p_021/00000118.DCM,120
20190726_DATA/ZA-c-p_021/00000119.DCM,120
20190726_DATA/ZA-c-p_021/00000120.DCM,120
20190726_DATA/ZA-a-p_001/00000001.DCM,88
20190726_DATA/ZA-a-p_001/00000002.DCM,88
20190726_DATA/ZA-a-p_001/00000003.DCM,88
20190726_DATA/ZA-a-p_001/00000004.DCM,88
20190726_DATA/ZA-a-p_001/00000005.DCM,88
20190726_DATA/ZA-a-p_001/00000006.DCM,88
20190726_DATA/ZA-a-p_001/00000007.DCM,88
20190726_DATA/ZA-a-p_001/00000008.DCM,88
20190726_DATA/ZA-a-p_001/00000009.DCM,88
20190726_DATA/ZA-a-p_001/00000010.DCM,88
20190726_DATA/ZA-a-p_001/00000011.DCM,88
20190726_DATA/ZA-a-p_001/00000012.DCM,88
20190726_DATA/ZA-a-p_001/00000013.DCM,88
20190726_DATA/ZA-a-p_001/00000014.DCM,88
20190726_DATA/ZA-a-p_001/00000015.DCM,88
20190726_DATA/ZA-a-p_001/00000016.DCM,88
20190726_DATA/ZA-a-p_001/00000017.DCM,88
20190726_DATA/ZA-a-p_001/00000018.DCM,88
20190726_DATA/ZA-a-p_001/00000019.DCM,88
20190726_DATA/ZA-a-p_001/00000020.DCM,88
20190726_DATA/ZA-a-p_001/00000021.DCM,88
20190726_DATA/ZA-a-p_001/00000022.DCM,88
20190726_DATA/ZA-a-p_001/00000023.DCM,88
20190726_DATA/ZA-a-p_001/00000024.DCM,88
20190726_DATA/ZA-a-p_001/00000025.DCM,88
20190726_DATA/ZA-a-p_001/00000026.DCM,88
20190726_DATA/ZA-a-p_001/00000027.DCM,88
20190726_DATA/ZA-a-p_001/00000028.DCM,88
20190726_DATA/ZA-a-p_001/00000029.DCM,88
20190726_DATA/ZA-a-p_001/00000030.DCM,88
20190726_DATA/ZA-a-p_001/00000031.DCM,88
20190726_DATA/ZA-a-p_001/00000032.DCM,88
20190726_DATA/ZA-a-p_001/00000033.DCM,88
20190726_DATA/ZA-a-p_001/00000034.DCM,88
20190726_DATA/ZA-a-p_001/00000035.DCM,88
20190726_DATA/ZA-a-p_001/00000036.DCM,88
20190726_DATA/ZA-a-p_001/00000037.DCM,88
20190726_DATA/ZA-a-p_001/00000038.DCM,88
20190726_DATA/ZA-a-p_001/00000039.DCM,88
20190726_DATA/ZA-a-p_001/00000040.DCM,88
20190726_DATA/ZA-a-p_001/00000041.DCM,88
20190726_DATA/ZA-a-p_001/00000042.DCM,88
20190726_DATA/ZA-a-p_001/00000043.DCM,88
20190726_DATA/ZA-a-p_001/00000044.DCM,88
20190726_DATA/ZA-a-p_001/00000045.DCM,88
20190726_DATA/ZA-a-p_001/00000046.DCM,88
20190726_DATA/ZA-a-p_001/00000047.DCM,88
20190726_DATA/ZA-a-p_001/00000048.DCM,88
20190726_DATA/ZA-a-p_001/00000049.DCM,88
20190726_DATA/ZA-a-p_001/00000050.DCM,88
20190726_DATA/ZA-a-p_001/00000051.DCM,88
20190726_DATA/ZA-a-p_001/00000052.DCM,88
20190726_DATA/ZA-a-p_001/00000053.DCM,88
20190726_DATA/ZA-a-p_001/00000054.DCM,88
20190726_DATA/ZA-a-p_001/00000055.DCM,88
20190726_DATA/ZA-a-p_001/00000056.DCM,88
20190726_DATA/ZA-a-p_001/00000057.DCM,88
20190726_DATA/ZA-a-p_001/00000058.DCM,88
20190726_DATA/ZA-a-p_001/00000059.DCM,88
20190726_DATA/ZA-a-p_001/00000060.DCM,88
20190726_DATA/ZA-a-p_001/00000061.DCM,88
20190726_DATA/ZA-a-p_001/00000062.DCM,88
20190726_DATA/ZA-a-p_001/00000063.DCM,88
20190726_DATA/ZA-a-p_001/00000064.DCM,88
20190726_DATA/ZA-a-p_001/00000065.DCM,88
20190726_DATA/ZA-a-p_001/00000066.DCM,88
20190726_DATA/ZA-a-p_001/00000067.DCM,88
20190726_DATA/ZA-a-p_001/00000068.DCM,88
20190726_DATA/ZA-a-p_001/00000069.DCM,88
20190726_DATA/ZA-a-p_001/00000070.DCM,88
20190726_DATA/ZA-a-p_001/00000071.DCM,88
20190726_DATA/ZA-a-p_001/00000072.DCM,88
20190726_DATA/ZA-a-p_001/00000073.DCM,88
20190726_DATA/ZA-a-p_001/00000074.DCM,88
20190726_DATA/ZA-a-p_001/00000075.DCM,88
20190726_DATA/ZA-a-p_001/00000076.DCM,88
20190726_DATA/ZA-a-p_001/00000077.DCM,88
20190726_DATA/ZA-a-p_001/00000078.DCM,88
20190726_DATA/ZA-a-p_001/00000079.DCM,88
20190726_DATA/ZA-a-p_001/00000080.DCM,88
20190726_DATA/ZA-a-p_001/00000081.DCM,88
20190726_DATA/ZA-a-p_001/00000082.DCM,88
20190726_DATA/ZA-a-p_001/00000083.DCM,88
20190726_DATA/ZA-a-p_001/00000084.DCM,88
20190726_DATA/ZA-a-p_001/00000085.DCM,88
20190726_DATA/ZA-a-p_001/00000086.DCM,88
20190726_DATA/ZA-a-p_001/00000087.DCM,88
20190726_DATA/ZA-a-p_001/00000088.DCM,88
20190726_DATA/ZA-c_000/00000001.DCM,73
20190726_DATA/ZA-c_000/00000002.DCM,73
20190726_DATA/ZA-c_000/00000003.DCM,73
20190726_DATA/ZA-c_000/00000004.DCM,73
20190726_DATA/ZA-c_000/00000005.DCM,73
20190726_DATA/ZA-c_000/00000006.DCM,73
20190726_DATA/ZA-c_000/00000007.DCM,73
20190726_DATA/ZA-c_000/00000008.DCM,73
20190726_DATA/ZA-c_000/00000009.DCM,73
20190726_DATA/ZA-c_000/00000010.DCM,73
20190726_DATA/ZA-c_000/00000011.DCM,73
20190726_DATA/ZA-c_000/00000012.DCM,73
20190726_DATA/ZA-c_000/00000013.DCM,73
20190726_DATA/ZA-c_000/00000014.DCM,73
20190726_DATA/ZA-c_000/00000015.DCM,73
20190726_DATA/ZA-c_000/00000016.DCM,73
20190726_DATA/ZA-c_000/00000017.DCM,73
20190726_DATA/ZA-c_000/00000018.DCM,73
20190726_DATA/ZA-c_000/00000019.DCM,73
20190726_DATA/ZA-c_000/00000020.DCM,73
20190726_DATA/ZA-c_000/00000021.DCM,73
20190726_DATA/ZA-c_000/00000022.DCM,73
20190726_DATA/ZA-c_000/00000023.DCM,73
20190726_DATA/ZA-c_000/00000024.DCM,73
20190726_DATA/ZA-c_000/00000025.DCM,73
20190726_DATA/ZA-c_000/00000026.DCM,73
20190726_DATA/ZA-c_000/00000027.DCM,73
20190726_DATA/ZA-c_000/00000028.DCM,73
20190726_DATA/ZA-c_000/00000029.DCM,73
20190726_DATA/ZA-c_000/00000030.DCM,73
20190726_DATA/ZA-c_000/00000031.DCM,73
20190726_DATA/ZA-c_000/00000032.DCM,73
20190726_DATA/ZA-c_000/00000033.DCM,73
20190726_DATA/ZA-c_000/00000034.DCM,73
20190726_DATA/ZA-c_000/00000035.DCM,73
20190726_DATA/ZA-c_000/00000036.DCM,73
20190726_DATA/ZA-c_000/00000037.DCM,73
20190726_DATA/ZA-c_000/00000038.DCM,73
20190726_DATA/ZA-c_000/00000039.DCM,73
20190726_DATA/ZA-c_000/00000040.DCM,73
20190726_DATA/ZA-c_000/00000041.DCM,73
20190726_DATA/ZA-c_000/00000042.DCM,73
20190726_DATA/ZA-c_000/00000043.DCM,73
20190726_DATA/ZA-c_000/00000044.DCM,73
20190726_DATA/ZA-c_000/00000045.DCM,73
20190726_DATA/ZA-c_000/00000046.DCM,73
20190726_DATA/ZA-c_000/00000047.DCM,73
20190726_DATA/ZA-c_000/00000048.DCM,73
20190726_DATA/ZA-c_000/00000049.DCM,73
20190726_DATA/ZA-c_000/00000050.DCM,73
20190726_DATA/ZA-c_000/00000051.DCM,73
20190726_DATA/ZA-c_000/00000052.DCM,73
20190726_DATA/ZA-c_000/00000053.DCM,73
20190726_DATA/ZA-c_000/00000054.DCM,73
20190726_DATA/ZA-c_000/00000055.DCM,73
20190726_DATA/ZA-c_000/00000056.DCM,73
20190726_DATA/ZA-c_000/00000057.DCM,73
20190726_DATA/ZA-c_000/00000058.DCM,73
20190726_DATA/ZA-c_000/00000059.DCM,73
20190726_DATA/ZA-c_000/00000060.DCM,73
20190726_DATA/ZA-c_000/00000061.DCM,73
20190726_DATA/ZA-c_000/00000062.DCM,73
20190726_DATA/ZA-c_000/00000063.DCM,73
20190726_DATA/ZA-c_000/00000064.DCM,73
20190726_DATA/ZA-c_000/00000065.DCM,73
20190726_DATA/ZA-c_000/00000066.DCM,73
20190726_DATA/ZA-c_000/00000067.DCM,73
20190726_DATA/ZA-c_000/00000068.DCM,73
20190726_DATA/ZA-c_000/00000069.DCM,73
20190726_DATA/ZA-c_000/00000070.DCM,73
20190726_DATA/ZA-c_000/00000071.DCM,73
20190726_DATA/ZA-c_000/00000072.DCM,73
20190726_DATA/ZA-c_000/00000073.DCM,73
20190726_DATA/ZA-h_009/00000001.DCM,44
20190726_DATA/ZA-h_009/00000002.DCM,44
20190726_DATA/ZA-h_009/00000003.DCM,44
20190726_DATA/ZA-h_009/00000004.DCM,44
20190726_DATA/ZA-h_009/00000005.DCM,44
20190726_DATA/ZA-h_009/00000006.DCM,44
20190726_DATA/ZA-h_009/00000007.DCM,44
20190726_DATA/ZA-h_009/00000008.DCM,44
20190726_DATA/ZA-h_009/00000009.DCM,44
20190726_DATA/ZA-h_009/00000010.DCM,44
20190726_DATA/ZA-h_009/00000011.DCM,44
20190726_DATA/ZA-h_009/00000012.DCM,44
20190726_DATA/ZA-h_009/00000013.DCM,44
20190726_DATA/ZA-h_009/00000014.DCM,44
20190726_DATA/ZA-h_009/00000015.DCM,44
20190726_DATA/ZA-h_009/00000016.DCM,44
20190726_DATA/ZA-h_009/00000017.DCM,44
20190726_DATA/ZA-h_009/00000018.DCM,44
20190726_DATA/ZA-h_009/00000019.DCM,44
20190726_DATA/ZA-h_009/00000020.DCM,44
20190726_DATA/ZA-h_009/00000021.DCM,44
20190726_DATA/ZA-h_009/00000022.DCM,44
20190726_DATA/ZA-h_009/00000023.DCM,44
20190726_DATA/ZA-h_009/00000024.DCM,44
20190726_DATA/ZA-h_009/00000025.DCM,44
20190726_DATA/ZA-h_009/00000026.DCM,44
20190726_DATA/ZA-h_009/00000027.DCM,44
20190726_DATA/ZA-h_009/00000028.DCM,44
20190726_DATA/ZA-h_009/00000029.DCM,44
20190726_DATA/ZA-h_009/00000030.DCM,44
20190726_DATA/ZA-h_009/00000031.DCM,44
20190726_DATA/ZA-h_009/00000032.DCM,44
20190726_DATA/ZA-h_009/00000033.DCM,44
20190726_DATA/ZA-h_009/00000034.DCM,44
20190726_DATA/ZA-h_009/00000035.DCM,44
20190726_DATA/ZA-h_009/00000036.DCM,44
20190726_DATA/ZA-h_009/00000037.DCM,44
20190726_DATA/ZA-h_009/00000038.DCM,44
20190726_DATA/ZA-h_009/00000039.DCM,44
20190726_DATA/ZA-h_009/00000040.DCM,44
20190726_DATA/ZA-h_009/00000041.DCM,44
20190726_DATA/ZA-h_009/00000042.DCM,44
20190726_DATA/ZA-h_009/00000043.DCM,44
20190726_DATA/ZA-h_009/00000044.DCM,44
20190726_DATA/ZA-h_013/00000001.DCM,41
20190726_DATA/ZA-h_013/00000002.DCM,41
20190726_DATA/ZA-h_013/00000003.DCM,41
20190726_DATA/ZA-h_013/00000004.DCM,41
20190726_DATA/ZA-h_013/00000005.DCM,41
20190726_DATA/ZA-h_013/00000006.DCM,41
20190726_DATA/ZA-h_013/00000007.DCM,41
20190726_DATA/ZA-h_013/00000008.DCM,41
20190726_DATA/ZA-h_013/00000009.DCM,41
20190726_DATA/ZA-h_013/00000010.DCM,41
20190726_DATA/ZA-h_013/00000011.DCM,41
20190726_DATA/ZA-h_013/00000012.DCM,41
20190726_DATA/ZA-h_013/00000013.DCM,41
20190726_DATA/ZA-h_013/00000014.DCM,41
20190726_DATA/ZA-h_013/00000015.DCM,41
20190726_DATA/ZA-h_013/00000016.DCM,41
20190726_DATA/ZA-h_013/00000017.DCM,41
20190726_DATA/ZA-h_013/00000018.DCM,41
20190726_DATA/ZA-h_013/00000019.DCM,41
20190726_DATA/ZA-h_013/00000020.DCM,41
20190726_DATA/ZA-h_013/00000021.DCM,41
20190726_DATA/ZA-h_013/00000022.DCM,41
20190726_DATA/ZA-h_013/00000023.DCM,41
20190726_DATA/ZA-h_013/00000024.DCM,41
20190726_DATA/ZA-h_013/00000025.DCM,41
20190726_DATA/ZA-h_013/00000026.DCM,41
20190726_DATA/ZA-h_013/00000027.DCM,41
20190726_DATA/ZA-h_013/00000028.DCM,41
20190726_DATA/ZA-h_013/00000029.DCM,41
20190726_DATA/ZA-h_013/00000030.DCM,41
20190726_DATA/ZA-h_013/00000031.DCM,41
20190726_DATA/ZA-h_013/00000032.DCM,41
20190726_DATA/ZA-h_013/00000033.DCM,41
20190726_DATA/ZA-h_013/00000034.DCM,41
20190726_DATA/ZA-h_013/00000035.DCM,41
20190726_DATA/ZA-h_013/00000036.DCM,41
20190726_DATA/ZA-h_013/00000037.DCM,41
20190726_DATA/ZA-h_013/00000038.DCM,41
20190726_DATA/ZA-h_013/00000039.DCM,41
20190726_DATA/ZA-h_013/00000040.DCM,41
20190726_DATA/ZA-h_013/00000041.DCM,41
20190726_DATA/ZA-h_005/00000001.DCM,39
20190726_DATA/ZA-h_005/00000002.DCM,39
20190726_DATA/ZA-h_005/00000003.DCM,39
20190726_DATA/ZA-h_005/00000004.DCM,39
20190726_DATA/ZA-h_005/00000005.DCM,39
20190726_DATA/ZA-h_005/00000006.DCM,39
20190726_DATA/ZA-h_005/00000007.DCM,39
20190726_DATA/ZA-h_005/00000008.DCM,39
20190726_DATA/ZA-h_005/00000009.DCM,39
20190726_DATA/ZA-h_005/00000010.DCM,39
20190726_DATA/ZA-h_005/00000011.DCM,39
20190726_DATA/ZA-h_005/00000012.DCM,39
20190726_DATA/ZA-h_005/00000013.DCM,39
20190726_DATA/ZA-h_005/00000014.DCM,39
20190726_DATA/ZA-h_005/00000015.DCM,39
20190726_DATA/ZA-h_005/00000016.DCM,39
20190726_DATA/ZA-h_005/00000017.DCM,39
20190726_DATA/ZA-h_005/00000018.DCM,39
20190726_DATA/ZA-h_005/00000019.DCM,39
20190726_DATA/ZA-h_005/00000020.DCM,39
20190726_DATA/ZA-h_005/00000021.DCM,39
20190726_DATA/ZA-h_005/00000022.DCM,39
20190726_DATA/ZA-h_005/00000023.DCM,39
20190726_DATA/ZA-h_005/00000024.DCM,39
20190726_DATA/ZA-h_005/00000025.DCM,39
20190726_DATA/ZA-h_005/00000026.DCM,39
20190726_DATA/ZA-h_005/00000027.DCM,39
20190726_DATA/ZA-h_005/00000028.DCM,39
20190726_DATA/ZA-h_005/00000029.DCM,39
20190726_DATA/ZA-h_005/00000030.DCM,39
20190726_DATA/ZA-h_005/00000031.DCM,39
20190726_DATA/ZA-h_005/00000032.DCM,39
20190726_DATA/ZA-h_005/00000033.DCM,39
20190726_DATA/ZA-h_005/00000034.DCM,39
20190726_DATA/ZA-h_005/00000035.DCM,39
20190726_DATA/ZA-h_005/00000036.DCM,39
20190726_DATA/ZA-h_005/00000037.DCM,39
20190726_DATA/ZA-h_005/00000038.DCM,39
20190726_DATA/ZA-h_005/00000039.DCM,39
20190726_DATA/ZA-h_006/00000001.DCM,41
20190726_DATA/ZA-h_006/00000002.DCM,41
20190726_DATA/ZA-h_006/00000003.DCM,41
20190726_DATA/ZA-h_006/00000004.DCM,41
20190726_DATA/ZA-h_006/00000005.DCM,41
20190726_DATA/ZA-h_006/00000006.DCM,41
20190726_DATA/ZA-h_006/00000007.DCM,41
20190726_DATA/ZA-h_006/00000008.DCM,41
20190726_DATA/ZA-h_006/00000009.DCM,41
20190726_DATA/ZA-h_006/00000010.DCM,41
20190726_DATA/ZA-h_006/00000011.DCM,41
20190726_DATA/ZA-h_006/00000012.DCM,41
20190726_DATA/ZA-h_006/00000013.DCM,41
20190726_DATA/ZA-h_006/00000014.DCM,41
20190726_DATA/ZA-h_006/00000015.DCM,41
20190726_DATA/ZA-h_006/00000016.DCM,41
20190726_DATA/ZA-h_006/00000017.DCM,41
20190726_DATA/ZA-h_006/00000018.DCM,41
20190726_DATA/ZA-h_006/00000019.DCM,41
20190726_DATA/ZA-h_006/00000020.DCM,41
20190726_DATA/ZA-h_006/00000021.DCM,41
20190726_DATA/ZA-h_006/00000022.DCM,41
20190726_DATA/ZA-h_006/00000023.DCM,41
20190726_DATA/ZA-h_006/00000024.DCM,41
20190726_DATA/ZA-h_006/00000025.DCM,41
20190726_DATA/ZA-h_006/00000026.DCM,41
20190726_DATA/ZA-h_006/00000027.DCM,41
20190726_DATA/ZA-h_006/00000028.DCM,41
20190726_DATA/ZA-h_006/00000029.DCM,41
20190726_DATA/ZA-h_006/00000030.DCM,41
20190726_DATA/ZA-h_006/00000031.DCM,41
20190726_DATA/ZA-h_006/00000032.DCM,41
20190726_DATA/ZA-h_006/00000033.DCM,41
20190726_DATA/ZA-h_006/00000034.DCM,41
20190726_DATA/ZA-h_006/00000035.DCM,41
20190726_DATA/ZA-h_006/00000036.DCM,41
20190726_DATA/ZA-h_006/00000037.DCM,41
20190726_DATA/ZA-h_006/00000038.DCM,41
20190726_DATA/ZA-h_006/00000039.DCM,41
20190726_DATA/ZA-h_006/00000040.DCM,41
20190726_DATA/ZA-h_006/00000041.DCM,41
20190726_DATA/ZA-c-p_013/00000001.DCM,147
20190726_DATA/ZA-c-p_013/00000002.DCM,147
20190726_DATA/ZA-c-p_013/00000003.DCM,147
20190726_DATA/ZA-c-p_013/00000004.DCM,147
20190726_DATA/ZA-c-p_013/00000005.DCM,147
20190726_DATA/ZA-c-p_013/00000006.DCM,147
20190726_DATA/ZA-c-p_013/00000007.DCM,147
20190726_DATA/ZA-c-p_013/00000008.DCM,147
20190726_DATA/ZA-c-p_013/00000009.DCM,147
20190726_DATA/ZA-c-p_013/00000010.DCM,147
20190726_DATA/ZA-c-p_013/00000011.DCM,147
20190726_DATA/ZA-c-p_013/00000012.DCM,147
20190726_DATA/ZA-c-p_013/00000013.DCM,147
20190726_DATA/ZA-c-p_013/00000014.DCM,147
20190726_DATA/ZA-c-p_013/00000015.DCM,147
20190726_DATA/ZA-c-p_013/00000016.DCM,147
20190726_DATA/ZA-c-p_013/00000017.DCM,147
20190726_DATA/ZA-c-p_013/00000018.DCM,147
20190726_DATA/ZA-c-p_013/00000019.DCM,147
20190726_DATA/ZA-c-p_013/00000020.DCM,147
20190726_DATA/ZA-c-p_013/00000021.DCM,147
20190726_DATA/ZA-c-p_013/00000022.DCM,147
20190726_DATA/ZA-c-p_013/00000023.DCM,147
20190726_DATA/ZA-c-p_013/00000024.DCM,147
20190726_DATA/ZA-c-p_013/00000025.DCM,147
20190726_DATA/ZA-c-p_013/00000026.DCM,147
20190726_DATA/ZA-c-p_013/00000027.DCM,147
20190726_DATA/ZA-c-p_013/00000028.DCM,147
20190726_DATA/ZA-c-p_013/00000029.DCM,147
20190726_DATA/ZA-c-p_013/00000030.DCM,147
20190726_DATA/ZA-c-p_013/00000031.DCM,147
20190726_DATA/ZA-c-p_013/00000032.DCM,147
20190726_DATA/ZA-c-p_013/00000033.DCM,147
20190726_DATA/ZA-c-p_013/00000034.DCM,147
20190726_DATA/ZA-c-p_013/00000035.DCM,147
20190726_DATA/ZA-c-p_013/00000036.DCM,147
20190726_DATA/ZA-c-p_013/00000037.DCM,147
20190726_DATA/ZA-c-p_013/00000038.DCM,147
20190726_DATA/ZA-c-p_013/00000039.DCM,147
20190726_DATA/ZA-c-p_013/00000040.DCM,147
20190726_DATA/ZA-c-p_013/00000041.DCM,147
20190726_DATA/ZA-c-p_013/00000042.DCM,147
20190726_DATA/ZA-c-p_013/00000043.DCM,147
20190726_DATA/ZA-c-p_013/00000044.DCM,147
20190726_DATA/ZA-c-p_013/00000045.DCM,147
20190726_DATA/ZA-c-p_013/00000046.DCM,147
20190726_DATA/ZA-c-p_013/00000047.DCM,147
20190726_DATA/ZA-c-p_013/00000048.DCM,147
20190726_DATA/ZA-c-p_013/00000049.DCM,147
20190726_DATA/ZA-c-p_013/00000050.DCM,147
20190726_DATA/ZA-c-p_013/00000051.DCM,147
20190726_DATA/ZA-c-p_013/00000052.DCM,147
20190726_DATA/ZA-c-p_013/00000053.DCM,147
20190726_DATA/ZA-c-p_013/00000054.DCM,147
20190726_DATA/ZA-c-p_013/00000055.DCM,147
20190726_DATA/ZA-c-p_013/00000056.DCM,147
20190726_DATA/ZA-c-p_013/00000057.DCM,147
20190726_DATA/ZA-c-p_013/00000058.DCM,147
20190726_DATA/ZA-c-p_013/00000059.DCM,147
20190726_DATA/ZA-c-p_013/00000060.DCM,147
20190726_DATA/ZA-c-p_013/00000061.DCM,147
20190726_DATA/ZA-c-p_013/00000062.DCM,147
20190726_DATA/ZA-c-p_013/00000063.DCM,147
20190726_DATA/ZA-c-p_013/00000064.DCM,147
20190726_DATA/ZA-c-p_013/00000065.DCM,147
20190726_DATA/ZA-c-p_013/00000066.DCM,147
20190726_DATA/ZA-c-p_013/00000067.DCM,147
20190726_DATA/ZA-c-p_013/00000068.DCM,147
20190726_DATA/ZA-c-p_013/00000069.DCM,147
20190726_DATA/ZA-c-p_013/00000070.DCM,147
